Symbol,dividend_yield,dividend_rate,payout_ratio,ex_dividend_date,last_dividend,dividend_count_1y,total_dividends_1y
DLO,170.0,0.19,0.0,2026-05-26,0.194,0,0.0
DLPN,0.0,0.0,0.0,N/A,0.0,0,0.0
DLTH,0.0,0.0,0.0,N/A,0.0,0,0.0
DLTR,0.0,0.0,0.0,N/A,0.0,0,0.0
DLXY,0.0,0.0,0.0,N/A,0.0,0,0.0
DMAA,0.0,0.0,0.0,N/A,0.0,0,0.0
DMAAU,0.0,0.0,0.0,N/A,0.0,0,0.0
DMAC,0.0,0.0,0.0,N/A,0.0,0,0.0
DMII,0.0,0.0,0.0,N/A,0.0,0,0.0
DMIIU,0.0,0.0,0.0,N/A,0.0,0,0.0
DMLP,900.0,2.54,200.84,2026-05-03,0.475,0,0.0
DMRA,0.0,0.0,0.0,N/A,0.0,0,0.0
DMRC,0.0,0.0,0.0,2014-04-30,0.11,0,0.0
DMXF,436.0,0.0,0.0,N/A,2.504,0,0.0
DNLI,0.0,0.0,0.0,N/A,0.0,0,0.0
DNMX,0.0,0.0,0.0,N/A,0.0,0,0.0
DNMXU,0.0,0.0,0.0,N/A,0.0,0,0.0
DNMXW,0.0,0.0,0.0,N/A,0.0,0,0.0
DNNG,0.0,0.0,0.0,N/A,0.0,0,0.0
DNTH,0.0,0.0,0.0,N/A,0.0,0,0.0
DNUT,347.0,0.14,700.0,2025-04-22,0.035,0,0.0
DOCU,0.0,0.0,0.0,N/A,0.0,0,0.0
DOGZ,0.0,0.0,0.0,N/A,0.0,0,0.0
DOMH,0.0,0.0,0.0,2026-05-14,0.311,0,0.0
DOMO,0.0,0.0,0.0,N/A,0.0,0,0.0
DOO,117.0,0.72,21.41,2026-06-29,0.181,0,0.0
DORM,0.0,0.0,0.0,2012-12-12,1.5,0,0.0
DOX,374.0,2.28,42.91,2026-06-29,0.569,0,0.0
DOYU,0.0,0.0,0.0,2025-02-20,9.94,0,0.0
DPRO,0.0,0.0,0.0,N/A,0.0,0,0.0
DPZ,259.0,7.96,41.51,2026-06-14,1.99,0,0.0
DRCT,0.0,0.0,0.0,N/A,0.0,0,0.0
DRDB,0.0,0.0,0.0,N/A,0.0,0,0.0
DRDBU,0.0,0.0,0.0,N/A,0.0,0,0.0
DRDBW,0.0,0.0,0.0,N/A,0.0,0,0.0
DRH,319.0,0.36,71.74,2026-06-29,0.09,0,0.0
DRIO,0.0,0.0,0.0,N/A,0.0,0,0.0
DRIV,76.0,0.0,0.0,N/A,0.145,0,0.0
DRMA,0.0,0.0,0.0,N/A,0.0,0,0.0
DRMAW,0.0,0.0,0.0,N/A,0.0,0,0.0
DRNZ,0.0,0.0,0.0,N/A,0.0,0,0.0
DRS,79.0,0.36,33.64,2026-05-18,0.09,0,0.0
DRTS,0.0,0.0,0.0,N/A,0.0,0,0.0
DRTSW,0.0,0.0,0.0,N/A,0.0,0,0.0
DRUG,0.0,0.0,0.0,N/A,0.0,0,0.0
DRVN,0.0,0.0,0.0,N/A,0.0,0,0.0
DSAC,0.0,0.0,0.0,N/A,0.0,0,0.0
DSACU,0.0,0.0,0.0,N/A,0.0,0,0.0
DSGN,0.0,0.0,0.0,N/A,0.0,0,0.0
DSGR,0.0,0.0,0.0,2012-06-28,0.06,0,0.0
DSGX,0.0,0.0,0.0,N/A,0.0,0,0.0
DSP,0.0,0.0,0.0,N/A,0.0,0,0.0
DSWL,597.0,0.2,25.64,2025-12-01,0.1,0,0.0
DSY,0.0,0.0,0.0,N/A,0.0,0,0.0
DSYWW,0.0,0.0,0.0,N/A,0.0,0,0.0
DTCR,74.0,0.0,0.0,N/A,0.135,0,0.0
DTCX,0.0,0.0,0.0,N/A,0.0,0,0.0
DTI,0.0,0.0,0.0,N/A,0.0,0,0.0
DTIL,0.0,0.0,0.0,N/A,0.0,0,0.0
DTSQ,0.0,0.0,0.0,N/A,0.0,0,0.0
DTSQU,0.0,0.0,0.0,N/A,0.0,0,0.0
DTSS,0.0,0.0,0.0,N/A,0.0,0,0.0
DTST,0.0,0.0,0.0,N/A,0.0,0,0.0
DUKH,563.0,0.0,0.0,N/A,0.116,0,0.0
DUKR,0.0,0.0,0.0,N/A,0.0,0,0.0
DUKRW,0.0,0.0,0.0,N/A,0.0,0,0.0
DUKX,225.0,0.0,0.0,N/A,0.42,0,0.0
DUO,0.0,0.0,0.0,N/A,0.0,0,0.0
DUOG,0.0,0.0,0.0,N/A,0.0,0,0.0
DUOL,0.0,0.0,0.0,N/A,0.0,0,0.0
DUOT,0.0,0.0,0.0,N/A,0.0,0,0.0
DUSG,0.0,0.0,0.0,N/A,0.0,0,0.0
DVAL,187.0,0.0,0.0,N/A,0.288,0,0.0
DVGR,0.0,0.0,0.0,N/A,0.117,0,0.0
DVIN,0.0,0.0,0.0,N/A,0.0,0,0.0
DVLT,0.0,0.0,0.0,N/A,0.0,0,0.0
DVLU,63.0,0.0,0.0,N/A,0.027,0,0.0
DVOL,68.0,0.0,0.0,N/A,0.029,0,0.0
DVQQ,3.0,0.0,0.0,N/A,0.01,0,0.0
DVRE,0.0,0.0,0.0,N/A,0.218,0,0.0
DVSP,25.0,0.0,0.0,N/A,0.075,0,0.0
DVUT,0.0,0.0,0.0,N/A,0.0,0,0.0
DVXB,0.0,0.0,0.0,N/A,0.0,0,0.0
DVXC,0.0,0.0,0.0,N/A,0.0,0,0.0
DVXE,0.0,0.0,0.0,N/A,0.0,0,0.0
DVXF,0.0,0.0,0.0,N/A,0.0,0,0.0
DVXK,0.0,0.0,0.0,N/A,0.939,0,0.0
DVXP,0.0,0.0,0.0,N/A,0.042,0,0.0
DVXV,0.0,0.0,0.0,N/A,0.0,0,0.0
DVXY,0.0,0.0,0.0,N/A,0.0,0,0.0
DVY,339.0,0.0,0.0,N/A,1.149,0,0.0
DWAS,1.0,0.0,0.0,N/A,0.005,0,0.0
DWAW,67.0,0.0,0.0,N/A,0.337,0,0.0
DWSH,646.0,0.0,0.0,N/A,0.406,0,0.0
DWSN,0.0,0.0,0.0,2024-04-18,0.32,0,0.0
DWTX,0.0,0.0,0.0,N/A,0.0,0,0.0
DWUS,3.0,0.0,0.0,N/A,0.016,0,0.0
DXCM,0.0,0.0,0.0,N/A,0.0,0,0.0
DXLG,0.0,0.0,0.0,N/A,0.0,0,0.0
DXPE,0.0,0.0,0.0,N/A,0.0,0,0.0
DXR,0.0,0.0,0.0,2018-01-04,0.03,0,0.0
DXST,0.0,0.0,0.0,N/A,0.0,0,0.0
DYAI,0.0,0.0,0.0,N/A,0.0,0,0.0
DYFI,461.0,0.0,0.0,N/A,0.084,0,0.0
DYN,0.0,0.0,0.0,N/A,0.0,0,0.0
DYNB,0.0,0.0,0.0,N/A,0.131,0,0.0
DYNC,0.0,0.0,0.0,N/A,0.0,0,0.0
DYNCU,0.0,0.0,0.0,N/A,0.0,0,0.0
DYOR,0.0,0.0,0.0,N/A,0.0,0,0.0
DYORU,0.0,0.0,0.0,N/A,0.0,0,0.0
DYORW,0.0,0.0,0.0,N/A,0.0,0,0.0
DYTA,152.0,0.0,0.0,N/A,0.478,0,0.0
EA,38.0,0.76,21.65,2026-05-26,0.19,0,0.0
EART,56.0,0.0,0.0,N/A,0.05,0,0.0
EASY,0.0,0.0,0.0,N/A,0.002,0,0.0
EBAY,114.0,1.24,27.25,2026-05-28,0.31,0,0.0
EBC,280.0,0.54,28.73,2026-06-04,0.13,0,0.0
EBI,92.0,0.0,0.0,N/A,0.356,0,0.0
EBIZ,59.0,0.0,0.0,N/A,0.069,0,0.0
EBMT,263.0,0.58,28.88,2026-05-14,0.145,0,0.0
EBON,0.0,0.0,0.0,N/A,0.0,0,0.0
ECBK,0.0,0.0,0.0,N/A,0.0,0,0.0
ECOR,0.0,0.0,0.0,N/A,0.0,0,0.0
ECOW,461.0,0.0,0.0,N/A,0.861,0,0.0
ECPG,0.0,0.0,0.0,N/A,0.0,0,0.0
ECX,0.0,0.0,0.0,N/A,0.0,0,0.0
ECXWW,0.0,0.0,0.0,N/A,0.0,0,0.0
EDBL,0.0,0.0,0.0,N/A,0.0,0,0.0
EDBLW,0.0,0.0,0.0,N/A,0.0,0,0.0
EDHL,0.0,0.0,0.0,N/A,0.0,0,0.0
EDIT,0.0,0.0,0.0,N/A,0.0,0,0.0
EDRY,0.0,0.0,0.0,N/A,0.0,0,0.0
EDSA,0.0,0.0,0.0,N/A,0.0,0,0.0
EDTK,0.0,0.0,0.0,N/A,0.0,0,0.0
EDUC,0.0,0.0,0.0,2022-02-17,0.1,0,0.0
EEE,0.0,0.0,0.0,N/A,0.013,0,0.0
EEFT,0.0,0.0,0.0,N/A,0.0,0,0.0
EEIQ,0.0,0.0,0.0,N/A,0.0,0,0.0
EEMA,118.0,0.0,0.0,N/A,1.204,0,0.0
EFAS,457.0,0.0,0.0,N/A,0.09,0,0.0
EFOI,0.0,0.0,0.0,N/A,0.0,0,0.0
EFRA,160.0,0.0,0.0,N/A,1.107,0,0.0
EFSC,220.0,1.3,23.77,2026-06-14,0.33,0,0.0
EFSCP,618.0,1.25,0.0,2026-05-28,0.313,0,0.0
EFSI,311.0,1.24,32.55,2026-05-03,0.31,0,0.0
EFTY,0.0,0.0,0.0,N/A,0.0,0,0.0
EGAN,0.0,0.0,0.0,N/A,0.0,0,0.0
EGBN,75.0,0.2,53.57,2026-05-03,0.01,0,0.0
EGGQ,582.0,0.0,0.0,N/A,0.37,0,0.0
EGHA,0.0,0.0,0.0,N/A,0.0,0,0.0
EGHAU,0.0,0.0,0.0,N/A,0.0,0,0.0
EGHT,0.0,0.0,0.0,N/A,0.0,0,0.0
EH,0.0,0.0,0.0,N/A,0.0,0,0.0
EHGO,0.0,0.0,0.0,N/A,0.0,0,0.0
EHLD,650.0,0.56,26.61,2026-06-08,0.14,0,0.0
EHLS,0.0,0.0,0.0,N/A,0.228,0,0.0
EHTH,0.0,0.0,0.0,N/A,0.0,0,0.0
EIKN,0.0,0.0,0.0,N/A,0.0,0,0.0
EJH,0.0,0.0,0.0,N/A,0.0,0,0.0
EKG,0.0,0.0,0.0,N/A,0.0,0,0.0
ELAB,0.0,0.0,0.0,N/A,0.0,0,0.0
ELBM,0.0,0.0,0.0,N/A,0.0,0,0.0
ELDN,0.0,0.0,0.0,N/A,0.0,0,0.0
ELE,71.0,0.12,0.0,2026-03-30,0.03,0,0.0
ELFY,84.0,0.0,0.0,N/A,0.105,0,0.0
ELIL,1165.0,0.0,0.0,N/A,0.053,0,0.0
ELMT,0.0,0.0,0.0,N/A,0.0,0,0.0
ELOG,0.0,0.0,0.0,N/A,0.0,0,0.0
ELPW,0.0,0.0,0.0,N/A,0.0,0,0.0
ELSE,0.0,0.0,0.0,2013-05-07,0.04,0,0.0
ELTK,230.0,0.19,158.33,2025-04-21,0.19,0,0.0
ELTX,0.0,0.0,0.0,N/A,0.0,0,0.0
ELUT,0.0,0.0,0.0,N/A,0.0,0,0.0
ELVA,0.0,0.0,0.0,N/A,0.0,0,0.0
ELVN,0.0,0.0,0.0,N/A,0.0,0,0.0
ELVR,0.0,0.0,0.0,N/A,0.0,0,0.0
ELWT,0.0,0.0,0.0,N/A,0.0,0,0.0
EMAT,0.0,0.0,0.0,N/A,0.0,0,0.0
EMB,504.0,0.0,0.0,N/A,0.407,0,0.0
EMBC,1383.0,0.46,31.75,2026-05-27,0.01,0,0.0
EMCB,536.0,0.0,0.0,N/A,0.305,0,0.0
EMEM,0.0,0.0,0.0,N/A,0.0,0,0.0
EMEQ,164.0,0.0,0.0,N/A,1.109,0,0.0
EMIF,484.0,0.0,0.0,N/A,0.824,0,0.0
EMIS,0.0,0.0,0.0,N/A,0.0,0,0.0
EML,206.0,0.44,56.41,2026-05-14,0.11,0,0.0
EMPD,0.0,0.0,0.0,N/A,0.0,0,0.0
EMPG,0.0,0.0,0.0,N/A,0.0,0,0.0
EMSC,0.0,0.0,0.0,N/A,0.0,0,0.0
EMXC,204.0,0.0,0.0,N/A,1.336,0,0.0
EMXF,278.0,0.0,0.0,N/A,1.067,0,0.0
ENDW,220.0,0.0,0.0,N/A,0.155,0,0.0
ENGN,0.0,0.0,0.0,N/A,0.0,0,0.0
ENGNW,0.0,0.0,0.0,N/A,0.0,0,0.0
ENGS,0.0,0.0,0.0,N/A,0.0,0,0.0
ENHI,0.0,0.0,0.0,N/A,0.0,0,0.0
ENHU,0.0,0.0,0.0,N/A,0.053,0,0.0
ENLT,0.0,0.0,0.0,N/A,0.0,0,0.0
ENLV,0.0,0.0,0.0,N/A,0.0,0,0.0
ENPH,0.0,0.0,0.0,N/A,0.0,0,0.0
ENSC,0.0,0.0,0.0,N/A,0.0,0,0.0
ENSG,16.0,0.26,4.15,2026-03-30,0.065,0,0.0
ENTA,0.0,0.0,0.0,N/A,0.0,0,0.0
ENTG,29.0,0.4,23.12,2026-04-28,0.1,0,0.0
ENTX,0.0,0.0,0.0,N/A,0.0,0,0.0
ENVB,0.0,0.0,0.0,2008-04-22,0.0,0,0.0
ENVX,0.0,0.0,0.0,N/A,0.0,0,0.0
ENZL,217.0,0.0,0.0,N/A,0.575,0,0.0
EOLS,0.0,0.0,0.0,N/A,0.0,0,0.0
EOSE,0.0,0.0,0.0,N/A,0.0,0,0.0
EPOW,0.0,0.0,0.0,N/A,0.0,0,0.0
EPRX,0.0,0.0,0.0,N/A,0.0,0,0.0
EPSM,0.0,0.0,0.0,N/A,0.0,0,0.0
EPSN,429.0,0.25,92.59,2026-06-14,0.063,0,0.0
EQ,0.0,0.0,0.0,N/A,0.0,0,0.0
EQIX,183.0,19.7,132.99,2026-05-19,5.16,0,0.0
EQPT,0.0,0.0,0.0,N/A,0.0,0,0.0
EQRR,125.0,0.0,0.0,N/A,0.233,0,0.0
ERAS,0.0,0.0,0.0,N/A,0.0,0,0.0
ERET,353.0,0.0,0.0,N/A,0.682,0,0.0
ERIC,238.0,0.31,39.42,2026-04-01,0.166,0,0.0
ERIE,282.0,5.85,51.79,2026-07-06,1.463,0,0.0
ERII,0.0,0.0,0.0,N/A,0.0,0,0.0
ERNA,0.0,0.0,0.0,N/A,0.0,0,0.0
ESCA,345.0,0.61,53.79,2026-07-05,0.153,0,0.0
ESEA,490.0,3.2,14.68,2026-06-08,0.75,0,0.0
ESGD,331.0,0.0,0.0,N/A,1.795,0,0.0
ESGE,201.0,0.0,0.0,N/A,0.732,0,0.0
ESGU,92.0,0.0,0.0,N/A,0.37,0,0.0
ESLA,0.0,0.0,0.0,N/A,0.0,0,0.0
ESLT,48.0,4.0,21.81,2026-06-22,1.0,0,0.0
ESMV,158.0,0.0,0.0,N/A,0.118,0,0.0
ESN,78.0,0.0,0.0,N/A,0.156,0,0.0
ESOA,79.0,0.12,21.82,2026-03-30,0.03,0,0.0
ESPO,144.0,0.0,0.0,N/A,1.289,0,0.0
ESPR,0.0,0.0,0.0,N/A,0.0,0,0.0
ESQ,70.0,0.75,12.21,2026-05-14,0.2,0,0.0
ESTA,0.0,0.0,0.0,N/A,0.0,0,0.0
ETEC,26.0,0.0,0.0,N/A,0.034,0,0.0
ETHA,0.0,0.0,0.0,N/A,0.0,0,0.0
ETHB,0.0,0.0,0.0,N/A,0.0,0,0.0
ETON,0.0,0.0,0.0,N/A,0.0,0,0.0
ETOR,0.0,0.0,0.0,N/A,0.0,0,0.0
ETRL,0.0,0.0,0.0,N/A,0.0,0,0.0
ETS,0.0,0.0,0.0,N/A,0.0,0,0.0
EU,0.0,0.0,0.0,N/A,0.0,0,0.0
EUDA,0.0,0.0,0.0,N/A,0.0,0,0.0
EUDAW,0.0,0.0,0.0,N/A,0.0,0,0.0
EUFN,343.0,0.0,0.0,N/A,0.516,0,0.0
EURK,0.0,0.0,0.0,N/A,0.0,0,0.0
EURKU,0.0,0.0,0.0,N/A,0.0,0,0.0
EVAX,0.0,0.0,0.0,N/A,0.0,0,0.0
EVCM,0.0,0.0,0.0,N/A,0.0,0,0.0
EVER,0.0,0.0,0.0,N/A,0.0,0,0.0
EVGN,0.0,0.0,0.0,N/A,0.0,0,0.0
EVGO,0.0,0.0,0.0,N/A,0.0,0,0.0
EVGOW,0.0,0.0,0.0,N/A,0.0,0,0.0
EVLV,0.0,0.0,0.0,N/A,0.0,0,0.0
EVLVW,0.0,0.0,0.0,N/A,0.0,0,0.0
EVMT,1040.0,0.0,0.0,N/A,2.001,0,0.0
EVO,0.0,0.0,0.0,N/A,0.0,0,0.0
EVOX,0.0,0.0,0.0,N/A,0.0,0,0.0
EVOXU,0.0,0.0,0.0,N/A,0.0,0,0.0
EVOXW,0.0,0.0,0.0,N/A,0.0,0,0.0
EVPF,0.0,0.0,0.0,N/A,0.202,0,0.0
EVRG,343.0,2.78,72.47,2026-05-21,0.695,0,0.0
EVSD,462.0,0.0,0.0,N/A,0.194,0,0.0
EVTV,0.0,0.0,0.0,N/A,0.0,0,0.0
EVYM,479.0,0.0,0.0,N/A,0.201,0,0.0
EWBC,264.0,3.2,25.97,2026-05-03,0.8,0,0.0
EWJV,467.0,0.0,0.0,N/A,1.749,0,0.0
EWTX,0.0,0.0,0.0,N/A,0.0,0,0.0
EWZS,357.0,0.0,0.0,N/A,0.09,0,0.0
EXC,373.0,1.68,59.34,2026-06-03,0.42,0,0.0
EXE,350.0,3.19,23.74,2026-05-13,0.575,0,0.0
EXEL,0.0,0.0,0.0,N/A,0.0,0,0.0
EXFY,0.0,0.0,0.0,N/A,0.0,0,0.0
EXLS,0.0,0.0,0.0,N/A,0.0,0,0.0
EXOZ,0.0,0.0,0.0,N/A,0.0,0,0.0
EXPE,78.0,1.76,14.84,2026-05-27,0.48,0,0.0
EXPO,209.0,1.22,56.54,2026-06-04,0.31,0,0.0
EXTR,0.0,0.0,0.0,N/A,0.0,0,0.0
EXUS,0.0,0.0,0.0,N/A,0.009,0,0.0
EXYN,0.0,0.0,0.0,N/A,0.0,0,0.0
EXYNW,0.0,0.0,0.0,N/A,0.0,0,0.0
EYE,0.0,0.0,0.0,N/A,0.0,0,0.0
EYEG,494.0,0.0,0.0,N/A,0.142,0,0.0
EYPT,0.0,0.0,0.0,N/A,0.0,0,0.0
EZGO,0.0,0.0,0.0,N/A,0.0,0,0.0
EZMO,0.0,0.0,0.0,N/A,0.0,0,0.0
EZPW,0.0,0.0,0.0,2000-02-03,0.0043,0,0.0
EZRA,0.0,0.0,0.0,2025-10-29,1.2,0,0.0
EZRO,0.0,0.0,0.0,N/A,0.0,0,0.0
FA,0.0,0.0,0.0,2023-08-17,1.5,0,0.0
FAAA,0.0,0.0,0.0,N/A,0.17,0,0.0
FAAR,919.0,0.0,0.0,N/A,0.109,0,0.0
FAB,159.0,0.0,0.0,N/A,0.363,0,0.0
FABC,0.0,0.0,0.0,N/A,0.0,0,0.0
FACT,0.0,0.0,0.0,N/A,0.0,0,0.0
FACTU,0.0,0.0,0.0,N/A,0.0,0,0.0
FACTW,0.0,0.0,0.0,N/A,0.0,0,0.0
FAD,9.0,0.0,0.0,N/A,0.022,0,0.0
FALN,640.0,0.0,0.0,N/A,0.149,0,0.0
FAMI,0.0,0.0,0.0,N/A,0.0,0,0.0
FANG,209.0,4.4,413.27,2026-05-13,1.1,0,0.0
FAST,198.0,0.92,79.65,2026-04-27,0.24,0,0.0
FATE,0.0,0.0,0.0,N/A,0.0,0,0.0
FATN,0.0,0.0,0.0,N/A,0.0,0,0.0
FBGL,0.0,0.0,0.0,N/A,0.0,0,0.0
FBIO,0.0,0.0,0.0,N/A,0.0,0,0.0
FBIOP,0.0,0.0,0.0,2024-06-13,0.195,0,0.0
FBIZ,226.0,1.26,19.97,2026-05-05,0.34,0,0.0
FBL,249.0,0.0,0.0,N/A,0.674,0,0.0
FBLA,0.0,0.0,0.0,N/A,0.0,0,0.0
FBLG,0.0,0.0,0.0,N/A,0.0,0,0.0
FBNC,167.0,0.96,31.74,2026-03-30,0.24,0,0.0
FBOT,59.0,0.0,0.0,N/A,0.03,0,0.0
FBRX,0.0,0.0,0.0,N/A,0.0,0,0.0
FBYD,0.0,0.0,0.0,N/A,0.0,0,0.0
FBYDW,0.0,0.0,0.0,N/A,0.0,0,0.0
FBYY,0.0,0.0,0.0,N/A,0.075,0,0.0
FCA,235.0,0.0,0.0,N/A,0.129,0,0.0
FCAL,333.0,0.0,0.0,N/A,0.143,0,0.0
FCAP,205.0,1.24,23.37,2026-06-11,0.31,0,0.0
FCBC,299.0,1.24,46.97,2026-05-14,0.31,0,0.0
FCCO,214.0,0.64,24.71,2026-05-04,0.16,0,0.0
FCEF,619.0,0.0,0.0,N/A,0.138,0,0.0
FCEL,0.0,0.0,0.0,N/A,239.76,0,0.0
FCFS,76.0,1.68,20.55,2026-05-14,0.42,0,0.0
FCHL,0.0,0.0,0.0,N/A,0.0,0,0.0
FCLO,0.0,0.0,0.0,N/A,0.251,0,0.0
FCNCA,43.0,8.4,4.67,2026-05-28,2.1,0,0.0
FCNCN,0.0,0.0,0.0,N/A,0.598,0,0.0
FCNCO,677.0,1.41,0.0,2026-05-28,0.352,0,0.0
FCNCP,667.0,1.34,0.0,2026-05-28,0.336,0,0.0
FCTE,8.0,0.0,0.0,N/A,0.022,0,0.0
FCUV,0.0,0.0,0.0,N/A,0.0,0,0.0
FCVT,120.0,0.0,0.0,N/A,0.045,0,0.0
FCXG,0.0,0.0,0.0,N/A,0.0,0,0.0
FDBC,370.0,1.69,32.49,2026-05-19,0.43,0,0.0
FDCF,3.0,0.0,0.0,N/A,0.016,0,0.0
FDFF,96.0,0.0,0.0,N/A,0.05,0,0.0
FDIF,30.0,0.0,0.0,N/A,0.016,0,0.0
FDIG,99.0,0.0,0.0,N/A,0.032,0,0.0
FDIQ,246.0,0.0,0.0,N/A,0.454,0,0.0
FDIV,286.0,0.0,0.0,N/A,0.147,0,0.0
FDMT,0.0,0.0,0.0,N/A,0.0,0,0.0
FDNI,138.0,0.0,0.0,N/A,0.378,0,0.0
FDRS,0.0,0.0,0.0,N/A,0.0,0,0.0
FDRX,0.0,0.0,0.0,N/A,0.0,0,0.0
FDSB,0.0,0.0,0.0,N/A,0.0,0,0.0
FDT,279.0,0.0,0.0,N/A,0.326,0,0.0
FDTS,251.0,0.0,0.0,N/A,0.155,0,0.0
FDTX,0.0,0.0,0.0,N/A,0.002,0,0.0
FDUS,1202.0,2.21,94.25,2026-06-15,0.52,0,0.0
FEAM,0.0,0.0,0.0,N/A,0.0,0,0.0
FEAT,8556.0,0.0,0.0,N/A,0.2,0,0.0
FEBO,0.0,0.0,0.0,N/A,0.0,0,0.0
FEED,0.0,0.0,0.0,N/A,0.0,0,0.0
FEIM,0.0,0.0,0.0,2024-08-07,1.0,0,0.0
FELE,114.0,1.12,32.38,2026-05-06,0.28,0,0.0
FEM,260.0,0.0,0.0,N/A,0.033,0,0.0
FEMB,604.0,0.0,0.0,N/A,0.165,0,0.0
FEMS,425.0,0.0,0.0,N/A,0.303,0,0.0
FEMY,0.0,0.0,0.0,N/A,0.0,0,0.0
FENC,0.0,0.0,0.0,N/A,0.0,0,0.0
FEP,295.0,0.0,0.0,N/A,0.076,0,0.0
FEPI,2298.0,0.0,0.0,N/A,0.225,0,0.0
FER,249.0,1.66,74.93,2026-05-18,0.649,0,0.0
FERA,0.0,0.0,0.0,N/A,0.0,0,0.0
FERAU,0.0,0.0,0.0,N/A,0.0,0,0.0
FEUZ,235.0,0.0,0.0,N/A,0.014,0,0.0
FEX,96.0,0.0,0.0,N/A,0.294,0,0.0
FFAI,0.0,0.0,0.0,N/A,0.0,0,0.0
FFAIW,0.0,0.0,0.0,N/A,0.0,0,0.0
FFBC,336.0,1.0,34.98,2026-05-31,0.25,0,0.0
FFIN,277.0,0.88,41.3,2026-06-11,0.19,0,0.0
FFIV,0.0,0.0,0.0,N/A,0.0,0,0.0
FFUT,0.0,0.0,0.0,N/A,0.015,0,0.0
FGBI,42.0,0.04,200.0,2026-03-26,0.01,0,0.0
FGBIP,825.0,1.69,0.0,2026-05-14,0.422,0,0.0
FGI,0.0,0.0,0.0,N/A,0.0,0,0.0
FGII,0.0,0.0,0.0,N/A,0.0,0,0.0
FGIIU,0.0,0.0,0.0,N/A,0.0,0,0.0
FGIWW,0.0,0.0,0.0,N/A,0.0,0,0.0
FGL,0.0,0.0,0.0,N/A,0.0,0,0.0
FGM,62.0,0.0,0.0,N/A,0.039,0,0.0
FGMC,0.0,0.0,0.0,N/A,0.0,0,0.0
FGMCU,0.0,0.0,0.0,N/A,0.0,0,0.0
FGNX,0.0,0.0,0.0,N/A,0.0,0,0.0
FGNXP,833.0,2.0,0.0,2026-05-31,0.5,0,0.0
FGSI,0.0,0.0,0.0,N/A,0.139,0,0.0
FHB,393.0,1.04,45.61,2026-05-17,0.26,0,0.0
FHTX,0.0,0.0,0.0,N/A,0.0,0,0.0
FIBK,548.0,1.88,61.44,2026-05-10,0.47,0,0.0
FICS,191.0,0.0,0.0,N/A,0.195,0,0.0
FID,399.0,0.0,0.0,N/A,0.047,0,0.0
FIEE,0.0,0.0,0.0,N/A,0.0,0,0.0
FIGG,0.0,0.0,0.0,N/A,0.0,0,0.0
FIGR,0.0,0.0,0.0,N/A,0.0,0,0.0
FIGX,0.0,0.0,0.0,N/A,0.0,0,0.0
FIGXU,0.0,0.0,0.0,N/A,0.0,0,0.0
FIGXW,0.0,0.0,0.0,N/A,0.0,0,0.0
FINW,0.0,0.0,0.0,N/A,0.0,0,0.0
FINX,65.0,0.0,0.0,N/A,0.171,0,0.0
FINY,0.0,0.0,0.0,N/A,0.118,0,0.0
FIP,285.0,0.12,0.0,2026-05-17,0.03,0,0.0
FISI,355.0,1.26,32.55,2026-06-11,0.32,0,0.0
FISV,0.0,0.0,0.0,N/A,0.0,0,0.0
FITB,323.0,1.6,52.86,2026-03-30,0.4,0,0.0
FITBI,923.0,2.34,0.0,2024-06-26,0.478,0,0.0
FITBM,165.0,0.43,0.0,2026-03-26,0.43,0,0.0
FITBO,677.0,1.24,0.0,2026-03-26,0.309,0,0.0
FITBP,639.0,1.5,0.0,2026-03-26,0.375,0,0.0
FIVE,0.0,0.0,0.0,N/A,0.0,0,0.0
FIVN,0.0,0.0,0.0,N/A,0.0,0,0.0
FIVY,4879.0,0.0,0.0,N/A,0.165,0,0.0
FIXD,468.0,0.0,0.0,N/A,0.165,0,0.0
FIYY,0.0,0.0,0.0,N/A,0.023,0,0.0
FIZZ,0.0,0.0,0.0,2024-06-23,3.25,0,0.0
FJP,244.0,0.0,0.0,N/A,0.114,0,0.0
FKU,271.0,0.0,0.0,N/A,0.157,0,0.0
FKWL,0.0,0.0,0.0,2025-11-13,0.04,0,0.0
FLD,0.0,0.0,0.0,N/A,0.0,0,0.0
FLDB,424.0,0.0,0.0,N/A,0.161,0,0.0
FLDDW,0.0,0.0,0.0,N/A,0.0,0,0.0
FLEX,0.0,0.0,0.0,N/A,0.0,0,0.0
FLGT,0.0,0.0,0.0,N/A,0.0,0,0.0
FLL,0.0,0.0,0.0,N/A,0.0,0,0.0
FLN,352.0,0.0,0.0,N/A,0.235,0,0.0
FLNA,0.0,0.0,0.0,2012-12-12,5.25,0,0.0
FLNC,0.0,0.0,0.0,N/A,0.0,0,0.0
FLNT,0.0,0.0,0.0,N/A,0.0,0,0.0
FLUX,0.0,0.0,0.0,N/A,0.0,0,0.0
FLWS,0.0,0.0,0.0,N/A,0.0,0,0.0
FLX,0.0,0.0,0.0,N/A,0.0,0,0.0
FLXS,139.0,0.8,14.6,2026-03-29,0.2,0,0.0
FLY,0.0,0.0,0.0,N/A,0.0,0,0.0
FLYE,0.0,0.0,0.0,N/A,0.0,0,0.0
FLYW,0.0,0.0,0.0,N/A,0.0,0,0.0
FMAC,0.0,0.0,0.0,N/A,0.0,0,0.0
FMACU,0.0,0.0,0.0,N/A,0.0,0,0.0
